source_file,invoice_number,Sender company_name,Charge Classification Code,Charge Category Code,Net Amount,Volume Units,Billed Weight Lbs,Zone,Mode,Weight Bucket,Weight Bucket Sort,charge_description_raw,charge_description_ups,Charge Description,mapping_status,transportation_mode,category_1,category_2,category_3,category_4,category_5
Invoice_2054533994_011526.csv,2054533994,Club Colors,SHP,IMP,3.000000,1,3.000000,51,Ground,2-5 lbs,2,Ground,Ground,Ground Commercial,MAPPED,Parcel,Base Freight,Base Freight,Base Freight,Ground,Ground Commercial
Invoice_2054533994_011526.csv,2054533994,Club Colors,SHP,IMP,426.000000,1,0.000000,51,Ground,0-1 lbs,1,Brokerage GST,Brokerage GST,UNMAPPED,UNMAPPED,,,,,,
Invoice_2054533994_011526.csv,2054533994,Club Colors,SHP,IMP,405.000000,1,0.000000,51,Ground,0-1 lbs,1,Disbursement Fee,Disbursement Fee,UNMAPPED,UNMAPPED,,,,,,
Invoice_2054533994_011526.csv,2054533994,Club Colors,SHP,IMP,404.000000,1,0.000000,51,Ground,0-1 lbs,1,Entry Prep Fee,Entry Prep Fee,UNMAPPED,UNMAPPED,,,,,,
Invoice_2054533994_011526.csv,2054533994,Club Colors,SHP,IMP,214.000000,1,0.000000,51,Ground,0-1 lbs,1,Ca Customs Hst,Ca Customs Hst,UNMAPPED,UNMAPPED,,,,,,
Invoice_2054533994_011526.csv,2054533994,Club Colors,SHP,IMP,201.000000,1,0.000000,51,Ground,0-1 lbs,1,Duty Amount,Duty Amount,UNMAPPED,UNMAPPED,,,,,,
Invoice_2054533994_011526.csv,2054533994,Club Colors,SHP,IMP,0.000000,1,0.000000,51,Ground,0-1 lbs,1,,,UNMAPPED,UNMAPPED,,,,,,
Invoice_2054533994_011526.csv,2054533994,Club Colors,SHP,IMP,206.000000,1,0.000000,51,Ground,0-1 lbs,1,Customs Gst,Customs Gst,UNMAPPED,UNMAPPED,,,,,,
Invoice_2055831633_011926.csv,2055831633,Club Colors,SHP,IMP,3.000000,1,2.000000,53,Ground,2-5 lbs,2,Ground,Ground,Ground Commercial,MAPPED,Parcel,Base Freight,Base Freight,Base Freight,Ground,Ground Commercial
Invoice_2055831633_011926.csv,2055831633,Club Colors,SHP,IMP,426.000000,1,0.000000,53,Ground,0-1 lbs,1,Brokerage GST,Brokerage GST,UNMAPPED,UNMAPPED,,,,,,
Invoice_2055831633_011926.csv,2055831633,Club Colors,SHP,IMP,405.000000,1,0.000000,53,Ground,0-1 lbs,1,Disbursement Fee,Disbursement Fee,UNMAPPED,UNMAPPED,,,,,,
Invoice_2055831633_011926.csv,2055831633,Club Colors,SHP,IMP,404.000000,1,0.000000,53,Ground,0-1 lbs,1,Entry Prep Fee,Entry Prep Fee,UNMAPPED,UNMAPPED,,,,,,
Invoice_2055831633_011926.csv,2055831633,Club Colors,SHP,IMP,235.000000,1,0.000000,53,Ground,0-1 lbs,1,Ca British Columbia Pst,Ca British Columbia Pst,UNMAPPED,UNMAPPED,,,,,,
Invoice_2055831633_011926.csv,2055831633,Club Colors,SHP,IMP,206.000000,1,0.000000,53,Ground,0-1 lbs,1,Customs Gst,Customs Gst,UNMAPPED,UNMAPPED,,,,,,
Invoice_2055831633_011926.csv,2055831633,Club Colors,SHP,IMP,201.000000,1,0.000000,53,Ground,0-1 lbs,1,Duty Amount,Duty Amount,UNMAPPED,UNMAPPED,,,,,,
Invoice_2055831633_011926.csv,2055831633,Club Colors,SHP,IMP,0.000000,1,0.000000,53,Ground,0-1 lbs,1,,,UNMAPPED,UNMAPPED,,,,,,
Invoice_2055831633_011926.csv,2055831633,Club Colors,SHP,IMP,217.000000,1,0.000000,53,Ground,0-1 lbs,1,Pst Quebec,Pst Quebec,UNMAPPED,UNMAPPED,,,,,,
Invoice_2058550735_012126.csv,2058550735,Club Colors,SHP,IMP,3.000000,1,2.000000,56,Ground,2-5 lbs,2,Ground,Ground,Ground Commercial,MAPPED,Parcel,Base Freight,Base Freight,Base Freight,Ground,Ground Commercial
Invoice_2058550735_012126.csv,2058550735,Club Colors,SHP,IMP,426.000000,1,0.000000,56,Ground,0-1 lbs,1,Brokerage GST,Brokerage GST,UNMAPPED,UNMAPPED,,,,,,
Invoice_2058550735_012126.csv,2058550735,Club Colors,SHP,IMP,405.000000,1,0.000000,56,Ground,0-1 lbs,1,Disbursement Fee,Disbursement Fee,UNMAPPED,UNMAPPED,,,,,,
Invoice_2058550735_012126.csv,2058550735,Club Colors,SHP,IMP,404.000000,1,0.000000,56,Ground,0-1 lbs,1,Entry Prep Fee,Entry Prep Fee,UNMAPPED,UNMAPPED,,,,,,
Invoice_2058550735_012126.csv,2058550735,Club Colors,SHP,IMP,206.000000,1,0.000000,56,Ground,0-1 lbs,1,Customs Gst,Customs Gst,UNMAPPED,UNMAPPED,,,,,,
Invoice_2058550735_012126.csv,2058550735,Club Colors,SHP,IMP,201.000000,1,0.000000,56,Ground,0-1 lbs,1,Duty Amount,Duty Amount,UNMAPPED,UNMAPPED,,,,,,
Invoice_2058550735_012126.csv,2058550735,Club Colors,SHP,IMP,0.000000,1,0.000000,56,Ground,0-1 lbs,1,,,UNMAPPED,UNMAPPED,,,,,,
Invoice_2058550735_012126.csv,2058550735,Club Colors,SHP,IMP,214.000000,1,0.000000,51,Ground,0-1 lbs,1,Ca Customs Hst,Ca Customs Hst,UNMAPPED,UNMAPPED,,,,,,
Invoice_2058550735_012126.csv,2058550735,Club Colors,SHP,IMP,218.000000,1,0.000000,51,Ground,0-1 lbs,1,Pst Manitoba,Pst Manitoba,UNMAPPED,UNMAPPED,,,,,,
Invoice_2060865230_012326.csv,2060865230,Club Colors,SHP,IMP,3.000000,1,2.000000,51,Ground,2-5 lbs,2,Ground,Ground,Ground Commercial,MAPPED,Parcel,Base Freight,Base Freight,Base Freight,Ground,Ground Commercial
Invoice_2060865230_012326.csv,2060865230,Club Colors,SHP,IMP,426.000000,1,0.000000,51,Ground,0-1 lbs,1,Brokerage GST,Brokerage GST,UNMAPPED,UNMAPPED,,,,,,
Invoice_2060865230_012326.csv,2060865230,Club Colors,SHP,IMP,405.000000,1,0.000000,51,Ground,0-1 lbs,1,Disbursement Fee,Disbursement Fee,UNMAPPED,UNMAPPED,,,,,,
Invoice_2060865230_012326.csv,2060865230,Club Colors,SHP,IMP,404.000000,1,0.000000,51,Ground,0-1 lbs,1,Entry Prep Fee,Entry Prep Fee,UNMAPPED,UNMAPPED,,,,,,
Invoice_2060865230_012326.csv,2060865230,Club Colors,SHP,IMP,214.000000,1,0.000000,51,Ground,0-1 lbs,1,Ca Customs Hst,Ca Customs Hst,UNMAPPED,UNMAPPED,,,,,,
Invoice_2060865230_012326.csv,2060865230,Club Colors,SHP,IMP,201.000000,1,0.000000,51,Ground,0-1 lbs,1,Duty Amount,Duty Amount,UNMAPPED,UNMAPPED,,,,,,
Invoice_2060865230_012326.csv,2060865230,Club Colors,SHP,IMP,0.000000,1,0.000000,51,Ground,0-1 lbs,1,,,UNMAPPED,UNMAPPED,,,,,,
Invoice_2064678159_012826.csv,2064678159,Club Colors,SHP,IMP,69.000000,1,55.000000,481,Express/Special,51-100 lbs,6,WW Saver,WW Saver,Worldwide Saver,MAPPED,Parcel,Base Freight,International,Base Freight,International,Worldwide
Invoice_2064678159_012826.csv,2064678159,Club Colors,SHP,IMP,459.000000,1,0.000000,481,Express/Special,0-1 lbs,1,DOCUMENT INTEGRITY,DOCUMENT INTEGRITY,UNMAPPED,UNMAPPED,,,,,,
Invoice_2064678159_012826.csv,2064678159,Club Colors,SHP,IMP,426.000000,1,0.000000,481,Express/Special,0-1 lbs,1,Brokerage GST,Brokerage GST,UNMAPPED,UNMAPPED,,,,,,
Invoice_2064678159_012826.csv,2064678159,Club Colors,SHP,IMP,405.000000,1,0.000000,481,Express/Special,0-1 lbs,1,Disbursement Fee,Disbursement Fee,UNMAPPED,UNMAPPED,,,,,,
Invoice_2064678159_012826.csv,2064678159,Club Colors,SHP,IMP,206.000000,1,0.000000,481,Express/Special,0-1 lbs,1,Customs Gst,Customs Gst,UNMAPPED,UNMAPPED,,,,,,
Invoice_2064678159_012826.csv,2064678159,Club Colors,SHP,IMP,201.000000,1,0.000000,481,Express/Special,0-1 lbs,1,Duty Amount,Duty Amount,UNMAPPED,UNMAPPED,,,,,,
Invoice_2064678159_012826.csv,2064678159,Club Colors,SHP,IMP,0.000000,1,0.000000,481,Express/Special,0-1 lbs,1,,,UNMAPPED,UNMAPPED,,,,,,
Invoice_2064678159_012826.csv,2064678159,Club Colors,SHP,IMP,3.000000,1,1.000000,53,Ground,0-1 lbs,1,Ground,Ground,Ground Commercial,MAPPED,Parcel,Base Freight,Base Freight,Base Freight,Ground,Ground Commercial
Invoice_2064678159_012826.csv,2064678159,Club Colors,SHP,IMP,404.000000,1,0.000000,53,Ground,0-1 lbs,1,Entry Prep Fee,Entry Prep Fee,UNMAPPED,UNMAPPED,,,,,,
Invoice_2064678159_012826.csv,2064678159,Club Colors,SHP,IMP,235.000000,1,0.000000,53,Ground,0-1 lbs,1,Ca British Columbia Pst,Ca British Columbia Pst,UNMAPPED,UNMAPPED,,,,,,
Invoice_2065747199_012926.csv,2065747199,Club Colors,SHP,IMP,3.000000,1,3.000000,56,Ground,2-5 lbs,2,Ground,Ground,Ground Commercial,MAPPED,Parcel,Base Freight,Base Freight,Base Freight,Ground,Ground Commercial
Invoice_2065747199_012926.csv,2065747199,Club Colors,SHP,IMP,426.000000,1,0.000000,56,Ground,0-1 lbs,1,Brokerage GST,Brokerage GST,UNMAPPED,UNMAPPED,,,,,,
Invoice_2065747199_012926.csv,2065747199,Club Colors,SHP,IMP,405.000000,1,0.000000,56,Ground,0-1 lbs,1,Disbursement Fee,Disbursement Fee,UNMAPPED,UNMAPPED,,,,,,
Invoice_2065747199_012926.csv,2065747199,Club Colors,SHP,IMP,404.000000,1,0.000000,56,Ground,0-1 lbs,1,Entry Prep Fee,Entry Prep Fee,UNMAPPED,UNMAPPED,,,,,,
Invoice_2065747199_012926.csv,2065747199,Club Colors,SHP,IMP,235.000000,1,0.000000,56,Ground,0-1 lbs,1,Ca British Columbia Pst,Ca British Columbia Pst,UNMAPPED,UNMAPPED,,,,,,
Invoice_2065747199_012926.csv,2065747199,Club Colors,SHP,IMP,206.000000,1,0.000000,56,Ground,0-1 lbs,1,Customs Gst,Customs Gst,UNMAPPED,UNMAPPED,,,,,,
Invoice_2065747199_012926.csv,2065747199,Club Colors,SHP,IMP,201.000000,1,0.000000,56,Ground,0-1 lbs,1,Duty Amount,Duty Amount,UNMAPPED,UNMAPPED,,,,,,
Invoice_2065747199_012926.csv,2065747199,Club Colors,SHP,IMP,0.000000,1,0.000000,56,Ground,0-1 lbs,1,,,UNMAPPED,UNMAPPED,,,,,,
Invoice_2068431783_020226.csv,2068431783,Club Colors,SHP,IMP,806.000000,1,46.000000,91,Ground,21-50 lbs,5,WW Express Plus,WW Express Plus,UNMAPPED,UNMAPPED,,,,,,
Invoice_2068431783_020226.csv,2068431783,Club Colors,SHP,IMP,144.670000,1,0.000000,91,Ground,0-1 lbs,1,Fuel Surcharge,Fuel Surcharge,Fuel Surcharge,MAPPED,Other,Fuel Surcharge,Fuel Surcharge,Fuel Surcharge,Fuel Surcharge,Other
Invoice_2068431783_020226.csv,2068431783,Club Colors,SHP,IMP,2.500000,1,0.000000,91,Ground,0-1 lbs,1,International Processing Fee,International Processing Fee,UNMAPPED,UNMAPPED,,,,,,
Invoice_2068431783_020226.csv,2068431783,Club Colors,SHP,IMP,201.000000,1,0.000000,91,Ground,0-1 lbs,1,Duty Amount,Duty Amount,UNMAPPED,UNMAPPED,,,,,,
Invoice_2068431783_020226.csv,2068431783,Club Colors,SHP,IMP,0.000000,1,0.000000,91,Ground,0-1 lbs,1,,,UNMAPPED,UNMAPPED,,,,,,
Invoice_2071180913_020426.csv,2071180913,Club Colors,SHP,IMP,3.000000,1,2.000000,53,Ground,2-5 lbs,2,Ground,Ground,Ground Commercial,MAPPED,Parcel,Base Freight,Base Freight,Base Freight,Ground,Ground Commercial
Invoice_2071180913_020426.csv,2071180913,Club Colors,SHP,IMP,459.000000,1,0.000000,53,Ground,0-1 lbs,1,DOCUMENT INTEGRITY,DOCUMENT INTEGRITY,UNMAPPED,UNMAPPED,,,,,,
Invoice_2071180913_020426.csv,2071180913,Club Colors,SHP,IMP,426.000000,1,0.000000,53,Ground,0-1 lbs,1,Brokerage GST,Brokerage GST,UNMAPPED,UNMAPPED,,,,,,
Invoice_2071180913_020426.csv,2071180913,Club Colors,SHP,IMP,405.000000,1,0.000000,53,Ground,0-1 lbs,1,Disbursement Fee,Disbursement Fee,UNMAPPED,UNMAPPED,,,,,,
Invoice_2071180913_020426.csv,2071180913,Club Colors,SHP,IMP,404.000000,1,0.000000,53,Ground,0-1 lbs,1,Entry Prep Fee,Entry Prep Fee,UNMAPPED,UNMAPPED,,,,,,
Invoice_2071180913_020426.csv,2071180913,Club Colors,SHP,IMP,235.000000,1,0.000000,53,Ground,0-1 lbs,1,Ca British Columbia Pst,Ca British Columbia Pst,UNMAPPED,UNMAPPED,,,,,,
Invoice_2071180913_020426.csv,2071180913,Club Colors,SHP,IMP,206.000000,1,0.000000,53,Ground,0-1 lbs,1,Customs Gst,Customs Gst,UNMAPPED,UNMAPPED,,,,,,
Invoice_2071180913_020426.csv,2071180913,Club Colors,SHP,IMP,201.000000,1,0.000000,53,Ground,0-1 lbs,1,Duty Amount,Duty Amount,UNMAPPED,UNMAPPED,,,,,,
Invoice_2071180913_020426.csv,2071180913,Club Colors,SHP,IMP,0.000000,1,0.000000,53,Ground,0-1 lbs,1,,,UNMAPPED,UNMAPPED,,,,,,
Invoice_2071180913_020426.csv,2071180913,Club Colors,SHP,IMP,410.000000,1,0.000000,51,Ground,0-1 lbs,1,Entry Line Charge,Entry Line Charge,UNMAPPED,UNMAPPED,,,,,,
Invoice_2072166366_020526.csv,2072166366,Club Colors,SHP,IMP,3.000000,1,2.000000,51,Ground,2-5 lbs,2,Ground,Ground,Ground Commercial,MAPPED,Parcel,Base Freight,Base Freight,Base Freight,Ground,Ground Commercial
Invoice_2072166366_020526.csv,2072166366,Club Colors,SHP,IMP,426.000000,1,0.000000,51,Ground,0-1 lbs,1,Brokerage GST,Brokerage GST,UNMAPPED,UNMAPPED,,,,,,
Invoice_2072166366_020526.csv,2072166366,Club Colors,SHP,IMP,405.000000,1,0.000000,51,Ground,0-1 lbs,1,Disbursement Fee,Disbursement Fee,UNMAPPED,UNMAPPED,,,,,,
Invoice_2072166366_020526.csv,2072166366,Club Colors,SHP,IMP,404.000000,1,0.000000,51,Ground,0-1 lbs,1,Entry Prep Fee,Entry Prep Fee,UNMAPPED,UNMAPPED,,,,,,
Invoice_2072166366_020526.csv,2072166366,Club Colors,SHP,IMP,214.000000,1,0.000000,51,Ground,0-1 lbs,1,Ca Customs Hst,Ca Customs Hst,UNMAPPED,UNMAPPED,,,,,,
Invoice_2072166366_020526.csv,2072166366,Club Colors,SHP,IMP,201.000000,1,0.000000,51,Ground,0-1 lbs,1,Duty Amount,Duty Amount,UNMAPPED,UNMAPPED,,,,,,
Invoice_2072166366_020526.csv,2072166366,Club Colors,SHP,IMP,0.000000,1,0.000000,51,Ground,0-1 lbs,1,,,UNMAPPED,UNMAPPED,,,,,,
Invoice_2072373623_020626.csv,2072373623,Club Colors,RTN,RTS,24.560000,1,8.000000,378,Air,6-10 lbs,3,Ground Undeliverable Return,Ground Undeliverable Return,Ground Undeliverable Return,MAPPED,Parcel,Base Freight,Base Freight,Base Freight,Returns,Returns
Invoice_2072373623_020626.csv,2072373623,Club Colors,RTN,RTS,10.000000,1,0.000000,378,Air,0-1 lbs,1,Returns / Undeliverables,Returns / Undeliverables,UNMAPPED,UNMAPPED,,,,,,
Invoice_2072373623_020626.csv,2072373623,Club Colors,RTN,RTS,389.000000,1,0.000000,378,Air,0-1 lbs,1,PGA Disclaim Fee,PGA Disclaim Fee,UNMAPPED,UNMAPPED,,,,,,
Invoice_2072373623_020626.csv,2072373623,Club Colors,RTN,RTS,404.000000,1,0.000000,378,Air,0-1 lbs,1,Entry Prep Fee,Entry Prep Fee,UNMAPPED,UNMAPPED,,,,,,
Invoice_2072373623_020626.csv,2072373623,Club Colors,RTN,RTS,201.000000,1,0.000000,378,Air,0-1 lbs,1,Duty Amount,Duty Amount,UNMAPPED,UNMAPPED,,,,,,
Invoice_2072373623_020626.csv,2072373623,Club Colors,RTN,RTS,0.000000,1,0.000000,378,Air,0-1 lbs,1,,,UNMAPPED,UNMAPPED,,,,,,
Invoice_2074710620_020926.csv,2074710620,Club Colors,SHP,IMP,35.490000,1,3.000000,380,Air,2-5 lbs,2,Ground,Ground,Ground Commercial,MAPPED,Parcel,Base Freight,Base Freight,Base Freight,Ground,Ground Commercial
Invoice_2074710620_020926.csv,2074710620,Club Colors,SHP,IMP,7.380000,1,0.000000,380,Air,0-1 lbs,1,Fuel Surcharge,Fuel Surcharge,Fuel Surcharge,MAPPED,Other,Fuel Surcharge,Fuel Surcharge,Fuel Surcharge,Fuel Surcharge,Other
Invoice_2074710620_020926.csv,2074710620,Club Colors,SHP,IMP,2.000000,1,0.000000,380,Air,0-1 lbs,1,Surge Fee - Com,Surge Fee - Com,Surge Fee - Com,MAPPED,Other,Other / Penalties,Peak/Demand,Other / Penalties,Other Unclassified,Other
Invoice_2074710620_020926.csv,2074710620,Club Colors,SHP,IMP,404.000000,1,0.000000,380,Air,0-1 lbs,1,Entry Prep Fee,Entry Prep Fee,UNMAPPED,UNMAPPED,,,,,,
Invoice_2074710620_020926.csv,2074710620,Club Colors,SHP,IMP,405.000000,1,0.000000,380,Air,0-1 lbs,1,Disbursement Fee,Disbursement Fee,UNMAPPED,UNMAPPED,,,,,,
Invoice_2074710620_020926.csv,2074710620,Club Colors,SHP,IMP,201.000000,1,0.000000,380,Air,0-1 lbs,1,Duty Amount,Duty Amount,UNMAPPED,UNMAPPED,,,,,,
Invoice_2074710620_020926.csv,2074710620,Club Colors,SHP,IMP,212.000000,1,0.000000,380,Air,0-1 lbs,1,Merchandise Processing Fee,Merchandise Processing Fee,UNMAPPED,UNMAPPED,,,,,,
Invoice_2074710620_020926.csv,2074710620,Club Colors,SHP,IMP,0.000000,1,0.000000,380,Air,0-1 lbs,1,,,UNMAPPED,UNMAPPED,,,,,,
Invoice_2074710620_020926.csv,2074710620,Club Colors,SHP,IMP,229.010000,1,46.000000,477,Express/Special,21-50 lbs,5,3-Day Select,3-Day Select,UNMAPPED,UNMAPPED,,,,,,
Invoice_2074962251_020926.csv,2074962251,Club Colors,SHP,IMP,3.000000,1,5.000000,52,Ground,2-5 lbs,2,Ground,Ground,Ground Commercial,MAPPED,Parcel,Base Freight,Base Freight,Base Freight,Ground,Ground Commercial
Invoice_2074962251_020926.csv,2074962251,Club Colors,SHP,IMP,426.000000,1,0.000000,52,Ground,0-1 lbs,1,Brokerage GST,Brokerage GST,UNMAPPED,UNMAPPED,,,,,,
Invoice_2074962251_020926.csv,2074962251,Club Colors,SHP,IMP,405.000000,1,0.000000,52,Ground,0-1 lbs,1,Disbursement Fee,Disbursement Fee,UNMAPPED,UNMAPPED,,,,,,
Invoice_2074962251_020926.csv,2074962251,Club Colors,SHP,IMP,404.000000,1,0.000000,52,Ground,0-1 lbs,1,Entry Prep Fee,Entry Prep Fee,UNMAPPED,UNMAPPED,,,,,,
Invoice_2074962251_020926.csv,2074962251,Club Colors,SHP,IMP,206.000000,1,0.000000,52,Ground,0-1 lbs,1,Customs Gst,Customs Gst,UNMAPPED,UNMAPPED,,,,,,
Invoice_2074962251_020926.csv,2074962251,Club Colors,SHP,IMP,201.000000,1,0.000000,52,Ground,0-1 lbs,1,Duty Amount,Duty Amount,UNMAPPED,UNMAPPED,,,,,,
Invoice_2074962251_020926.csv,2074962251,Club Colors,SHP,IMP,0.000000,1,0.000000,52,Ground,0-1 lbs,1,,,UNMAPPED,UNMAPPED,,,,,,
Invoice_2082842188_021826.csv,2082842188,Club Colors,SHP,IMP,69.000000,1,356.000000,481,Express/Special,100+ lbs,7,WW Saver,WW Saver,Worldwide Saver,MAPPED,Parcel,Base Freight,International,Base Freight,International,Worldwide
Invoice_2082842188_021826.csv,2082842188,Club Colors,SHP,IMP,459.000000,1,0.000000,481,Express/Special,0-1 lbs,1,DOCUMENT INTEGRITY,DOCUMENT INTEGRITY,UNMAPPED,UNMAPPED,,,,,,
Invoice_2082842188_021826.csv,2082842188,Club Colors,SHP,IMP,426.000000,1,0.000000,481,Express/Special,0-1 lbs,1,Brokerage GST,Brokerage GST,UNMAPPED,UNMAPPED,,,,,,
Invoice_2082842188_021826.csv,2082842188,Club Colors,SHP,IMP,405.000000,1,0.000000,481,Express/Special,0-1 lbs,1,Disbursement Fee,Disbursement Fee,UNMAPPED,UNMAPPED,,,,,,
Invoice_2082842188_021826.csv,2082842188,Club Colors,SHP,IMP,380.000000,1,0.000000,481,Express/Special,0-1 lbs,1,PGA Processing Fee,PGA Processing Fee,UNMAPPED,UNMAPPED,,,,,,
Invoice_2082842188_021826.csv,2082842188,Club Colors,SHP,IMP,254.000000,1,0.000000,481,Express/Special,0-1 lbs,1,,,UNMAPPED,UNMAPPED,,,,,,
Invoice_2082842188_021826.csv,2082842188,Club Colors,SHP,IMP,884.220000,1,0.000000,481,Express/Special,0-1 lbs,1,Sima,Sima,UNMAPPED,UNMAPPED,,,,,,
Invoice_2082842188_021826.csv,2082842188,Club Colors,SHP,IMP,232.550000,1,0.000000,481,Express/Special,0-1 lbs,1,Customs Gst,Customs Gst,UNMAPPED,UNMAPPED,,,,,,
Invoice_2082842188_021826.csv,2082842188,Club Colors,SHP,IMP,229.900000,1,0.000000,481,Express/Special,0-1 lbs,1,Duty Amount,Duty Amount,UNMAPPED,UNMAPPED,,,,,,
Invoice_2086085543_022326.csv,2086085543,Club Colors,SHP,IMP,69.000000,1,29.000000,481,Express/Special,21-50 lbs,5,WW Saver,WW Saver,Worldwide Saver,MAPPED,Parcel,Base Freight,International,Base Freight,International,Worldwide
Invoice_2086085543_022326.csv,2086085543,Club Colors,SHP,IMP,426.000000,1,0.000000,481,Express/Special,0-1 lbs,1,Brokerage GST,Brokerage GST,UNMAPPED,UNMAPPED,,,,,,
Invoice_2086085543_022326.csv,2086085543,Club Colors,SHP,IMP,405.000000,1,0.000000,481,Express/Special,0-1 lbs,1,Disbursement Fee,Disbursement Fee,UNMAPPED,UNMAPPED,,,,,,
Invoice_2086085543_022326.csv,2086085543,Club Colors,SHP,IMP,206.000000,1,0.000000,481,Express/Special,0-1 lbs,1,Customs Gst,Customs Gst,UNMAPPED,UNMAPPED,,,,,,
Invoice_2086085543_022326.csv,2086085543,Club Colors,SHP,IMP,201.000000,1,0.000000,481,Express/Special,0-1 lbs,1,Duty Amount,Duty Amount,UNMAPPED,UNMAPPED,,,,,,
Invoice_2086085543_022326.csv,2086085543,Club Colors,SHP,IMP,0.000000,1,0.000000,481,Express/Special,0-1 lbs,1,,,UNMAPPED,UNMAPPED,,,,,,
Invoice_2086085543_022326.csv,2086085543,Club Colors,SHP,IMP,3.000000,1,14.000000,52,Ground,11-20 lbs,4,Ground,Ground,Ground Commercial,MAPPED,Parcel,Base Freight,Base Freight,Base Freight,Ground,Ground Commercial
Invoice_2086085543_022326.csv,2086085543,Club Colors,SHP,IMP,459.000000,1,0.000000,52,Ground,0-1 lbs,1,DOCUMENT INTEGRITY,DOCUMENT INTEGRITY,UNMAPPED,UNMAPPED,,,,,,
Invoice_2086085543_022326.csv,2086085543,Club Colors,SHP,IMP,404.000000,1,0.000000,52,Ground,0-1 lbs,1,Entry Prep Fee,Entry Prep Fee,UNMAPPED,UNMAPPED,,,,,,
Invoice_2086085543_022326.csv,2086085543,Club Colors,SHP,IMP,380.000000,1,0.000000,51,Ground,0-1 lbs,1,PGA Processing Fee,PGA Processing Fee,UNMAPPED,UNMAPPED,,,,,,
Invoice_2086085543_022326.csv,2086085543,Club Colors,SHP,IMP,217.000000,1,0.000000,51,Ground,0-1 lbs,1,Pst Quebec,Pst Quebec,UNMAPPED,UNMAPPED,,,,,,
Invoice_2091878007_030226.csv,2091878007,Club Colors,SHP,IMP,3.000000,1,14.000000,52,Ground,11-20 lbs,4,Ground,Ground,Ground Commercial,MAPPED,Parcel,Base Freight,Base Freight,Base Freight,Ground,Ground Commercial
Invoice_2091878007_030226.csv,2091878007,Club Colors,SHP,IMP,426.000000,1,0.000000,52,Ground,0-1 lbs,1,Brokerage GST,Brokerage GST,UNMAPPED,UNMAPPED,,,,,,
Invoice_2091878007_030226.csv,2091878007,Club Colors,SHP,IMP,404.000000,1,0.000000,52,Ground,0-1 lbs,1,Entry Prep Fee,Entry Prep Fee,UNMAPPED,UNMAPPED,,,,,,
Invoice_2091878007_030226.csv,2091878007,Club Colors,SHP,IMP,254.000000,1,0.000000,52,Ground,0-1 lbs,1,,,UNMAPPED,UNMAPPED,,,,,,
Invoice_2091878007_030226.csv,2091878007,Club Colors,SHP,IMP,206.000000,1,0.000000,52,Ground,0-1 lbs,1,Customs Gst,Customs Gst,UNMAPPED,UNMAPPED,,,,,,
Invoice_2091878007_030226.csv,2091878007,Club Colors,SHP,IMP,201.000000,1,0.000000,52,Ground,0-1 lbs,1,Duty Amount,Duty Amount,UNMAPPED,UNMAPPED,,,,,,
Invoice_2102152901_031626.csv,2102152901,Club Colors,RTN,RTS,26.720000,1,8.000000,378,Air,6-10 lbs,3,Ground Undeliverable Return,Ground Undeliverable Return,Ground Undeliverable Return,MAPPED,Parcel,Base Freight,Base Freight,Base Freight,Returns,Returns
Invoice_2102152901_031626.csv,2102152901,Club Colors,RTN,RTS,10.000000,1,0.000000,378,Air,0-1 lbs,1,Returns / Undeliverables,Returns / Undeliverables,UNMAPPED,UNMAPPED,,,,,,
Invoice_2102152901_031626.csv,2102152901,Club Colors,RTN,RTS,389.000000,1,0.000000,378,Air,0-1 lbs,1,PGA Disclaim Fee,PGA Disclaim Fee,UNMAPPED,UNMAPPED,,,,,,
Invoice_2102152901_031626.csv,2102152901,Club Colors,RTN,RTS,404.000000,1,0.000000,378,Air,0-1 lbs,1,Entry Prep Fee,Entry Prep Fee,UNMAPPED,UNMAPPED,,,,,,
Invoice_2102152901_031626.csv,2102152901,Club Colors,RTN,RTS,201.000000,1,0.000000,378,Air,0-1 lbs,1,Duty Amount,Duty Amount,UNMAPPED,UNMAPPED,,,,,,
Invoice_2102152901_031626.csv,2102152901,Club Colors,RTN,RTS,0.000000,1,0.000000,378,Air,0-1 lbs,1,,,UNMAPPED,UNMAPPED,,,,,,
Invoice_2107432742_032326.csv,2107432742,Club Colors,SHP,IMP,493.000000,1,0.000000,493,Express/Special,0-1 lbs,1,Late Payment Fee,Late Payment Fee,UNMAPPED,UNMAPPED,,,,,,
Invoice_2120178430_040626.csv,2120178430,Club Colors,SHP,IMP,3.000000,1,23.000000,380,Air,21-50 lbs,5,Ground,Ground,Ground Commercial,MAPPED,Parcel,Base Freight,Base Freight,Base Freight,Ground,Ground Commercial
Invoice_2120178430_040626.csv,2120178430,Club Colors,SHP,IMP,58.580000,1,0.000000,380,Air,0-1 lbs,1,Freight,Freight,UNMAPPED,UNMAPPED,,,,,,
Invoice_2120178430_040626.csv,2120178430,Club Colors,SHP,IMP,13.040000,1,0.000000,380,Air,0-1 lbs,1,Fuel Surcharge,Fuel Surcharge,Fuel Surcharge,MAPPED,Other,Fuel Surcharge,Fuel Surcharge,Fuel Surcharge,Fuel Surcharge,Other
